time,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12
4.1000000000000005,234.3978337838482,236.16886506226626,237.49723507845204,238.01674339432813,238.85742117641456,239.96113175886956,243.86528441261163,242.89377701282746,244.4756065841382,246.4661328756879,248.38601233719424,248.90320794366352
4.15,233.7618517791341,236.07277266593798,238.37732912289601,237.959750687635,239.8681422582058,240.04921041517946,244.14924097354944,244.55463962802764,244.77697316977319,244.90955037455657,248.76667624742961,249.90700007148996
4.2,233.47609170125807,235.8381872381198,237.23902411897976,237.8251945735831,239.15009941427445,240.26883149138018,243.45556153610403,244.2502153354029,247.219112814334,247.96595032873188,248.01776021703435,248.4459462844717
4.25,236.02848477127927,237.97103628874981,238.3285562254329,240.43097643019456,241.20088459987164,244.68809486828022,242.47556107166076,244.7329185211158,246.2848732020649,247.70378330844193,249.4389539583944,250.1830347188551
4.3,237.39851358691266,235.73831058846753,239.0423694379687,239.44029253995873,240.0304940584104,243.53149225703123,245.56786267341278,246.38708190010757,248.12755371367356,249.10661058705352,250.9492729478578,253.36016243241264
4.3500000000000005,236.10807181529358,237.32396769750912,239.55751575202535,238.78537282723423,242.27838101856844,241.9612836769088,243.81270078148114,247.23716212145132,246.97804919160424,249.12759070959495,251.1767351308396,253.73004607322477
4.4,237.26068686554902,238.86399945845062,238.87323220510112,240.8937383762823,243.94590405517187,242.48091114620397,247.37427002694332,246.57088286582396,248.8564445239362,247.98397844707785,250.92966373435405,253.80271049733457
4.45,236.92003582621,238.3197718264428,238.54206197126356,241.34633038303988,244.871478538455,243.76630018931675,245.4034996085218,247.2716449287371,248.63470597568386,250.40865538563347,252.4167350672581,254.08452669728385
4.5,237.54104910699547,238.1168578766906,238.65719378294608,241.98373605143527,243.1074180669467,244.6896501875842,248.53456346760927,248.11994641212067,246.95877712502622,250.4211095421652,252.9982975702367,253.31560430201225
4.55,236.31073455607626,239.83222529033347,240.99307419897565,243.3423917351019,242.98963805356726,244.6562229934607,246.00297686265486,247.38988658303964,249.67441892896804,250.90871595888444,252.52461967456887,253.62682693604648
4.6000000000000005,239.08937862550857,239.80842550210855,240.87889120107934,242.45218569128517,244.9247264698711,246.8766335280673,247.1616916552721,249.58461032153028,250.31456251758902,252.6617248341014,253.22500820045755,257.498545896449
4.65,238.06070332308263,240.91363926197846,242.26638704454064,243.3284151233862,245.31537409808652,247.9166511559116,246.6956647158341,249.88114885872352,253.16435903318632,253.90116119895737,252.76358437940826,256.2180351268062
4.7,242.34821822456763,238.73231644422376,241.76705645828224,243.1662845894919,246.38825737164782,247.43994729762488,248.10882805045293,250.6610388986404,250.88544892839326,252.0393004243196,253.9141812562615,256.5089745162618
4.75,238.35507448152077,241.64585911273466,242.24586712551928,242.85714680133924,246.7035037564443,248.14048957417538,250.377577246409,249.98526108693537,253.46085396897033,253.2547116758353,255.26444670337682,256.13159201250664
4.800000000000001,239.46861831977407,240.85800211329598,242.82235513376412,246.21678492889907,248.31308951871287,246.76240263758604,251.60879447042905,249.76098425060033,251.40556204935623,253.2477199247867,255.40884805668804,257.0386149290365
4.8500000000000005,238.70454869828933,241.980990440361,243.01061504168734,244.68990952847116,245.11216031904863,247.2782136990525,251.65834715516505,251.5681855415858,253.4495407511402,255.69749402953016,255.71637875707708,258.82298362970056
4.9,240.4970650590704,241.02251585126538,241.63620138842148,245.63977407327846,247.06289469046524,250.83195385220228,250.55192093337848,253.35513219911078,253.06512737364392,255.12690728663696,257.2211113025165,258.6754781931804
4.95,238.3527578855778,243.8366524417289,244.99026776119524,247.5647586911439,248.84397632586771,249.4075555533405,252.28483765303514,252.21764867230607,255.58672529286582,254.65427438876483,257.29973783206134,258.3729372067711
5.0,239.46037802053544,243.75222755834508,243.40649765437257,246.13007083793812,249.21686913451694,249.80818942544025,252.15738418838706,253.8229817750521,253.60350865342627,257.0635706976128,258.1893504525263,260.17712060475725
5.050000000000001,242.98507087494656,242.41031829291234,243.81017186492772,249.51877069117702,248.54010614859612,252.08233357536847,251.5813873811235,254.5554247238953,257.43353092801897,257.45629186996103,258.8163005737504,260.40231625587705
5.1000000000000005,242.80932460019784,243.3033443506874,246.03014724018954,247.1239155083157,248.65147655970947,252.1102900575495,252.80133168101435,254.91267080725305,255.31304216045956,257.9632233598362,261.63802612957124,261.14484245182314
5.15,242.38508684879642,245.30808200522748,245.6710548641205,249.28965919876683,250.6515370877635,248.5668966617253,254.22232668990034,254.0289561423809,257.7031271053366,258.82867845409726,260.5473015432084,260.8892457098128
5.2,243.14967323907024,244.6314762113422,247.4650641541301,245.70602434830676,249.89801382983612,251.1539607719262,254.47063871381016,254.84081936149227,256.69601231960473,257.4818950678879,261.82680343755175,263.2867424731396
5.25,243.79575476649424,245.59619976916832,245.74795551676118,247.90436272401132,252.3802208056109,254.41769670308312,252.03202834749393,255.88520854297454,260.2769779451164,259.71620972766135,260.56082194090703,263.91306261219853
5.300000000000001,243.00056941596446,245.16803255692545,248.76378277404964,249.58198043381478,251.75028036755984,254.3060934868608,255.5200202354126,254.95077736028568,260.3312715192041,259.48730681654405,261.91132520574695,263.51699919931133
5.3500000000000005,244.20015971690796,246.42426975610883,248.8863549852728,249.41306201089395,250.56115318067063,251.69245469578772,254.76166166799064,257.9665353788932,259.7353564321813,259.3995559481192,262.12655466558357,263.63160739720115
5.4,243.48772091595796,244.77156906639934,249.7363724356201,250.45800758127174,251.6872418438769,255.97829873860135,256.3630398959706,256.6583452759703,257.9802960729311,261.81292518541846,262.8250893084004,264.07694215063873
5.45,247.0928707262041,247.64899989687365,249.03951288254896,249.97785211000541,253.69448279508524,253.36177907144426,257.6508224173741,257.63762755599265,259.50292829510573,262.303485239583,264.14096915358124,266.44882007258536
5.5,247.17670405245303,247.16078803233566,251.06971357959998,253.33707413389865,251.45575647751534,254.8060343035159,256.7464176774717,258.57383293567506,259.40017231022324,262.02278611567834,263.6204834328398,266.95045981511134
5.550000000000001,244.9349844304181,248.71879021646953,249.18052009615104,251.32604348273438,255.2906061736481,255.48730212142988,259.3133324929827,258.0219677075387,261.54085090947973,264.0281540727129,265.874389619775,268.0434757903367
5.6000000000000005,246.4336900210909,247.37639261173044,248.43701564937402,252.48715360486145,253.39181719569297,257.21074482622,257.0515371029869,260.33976735917236,261.1297743932053,263.59723620564995,263.81430051119054,266.8882722856968
5.65,246.33702878310382,249.68429847162827,249.03566033370336,252.37078362008097,255.2282120763207,257.2418041297001,257.015150504598,260.12169950961027,261.950856147355,263.1539673039088,265.9326345360431,268.6871059375495
5.7,248.3164623733744,250.95190295043486,250.50346916467223,254.26973765930776,255.34248720035305,258.9209960470532,257.67538612264366,263.74295255250036,263.2327236447152,264.0123333766217,265.99795827719555,269.1646844888427
5.75,250.37889178037852,249.96974534254684,250.48331048610723,254.19040605571269,258.02632708260603,257.5478340800402,260.6051144478613,260.9062969986741,263.8050824352782,264.78975315593385,267.1184740355195,267.0609012887782
5.800000000000001,249.38878280343025,251.13901018706898,252.56542383514173,253.2976504540961,256.04000511007337,258.00531069397454,260.0560703465207,260.459192195855,264.37933354682804,264.5294069786582,266.7149100131698,269.38387073669617
5.8500000000000005,248.61124078448208,249.8622618733425,251.30693445102088,253.73599826328365,257.5078592489395,260.4540165585501,259.3427596585886,262.3044320208496,263.82128992577594,266.58248915401356,265.8379928871881,270.7245467109903
5.9,249.0641310030769,251.34748584161,252.75158717838497,254.60603623574852,255.66768864639164,259.65785025600957,259.6855179393122,263.06806829038663,266.3601702250183,265.90678504960323,268.76565953010834,269.95513571763837
5.95,249.9375824141697,251.36562519622362,253.79334669986895,255.7262943207195,256.686722855377,260.71630051607497,261.267227186532,263.76951331770874,263.2252053257793,266.63237349764165,268.73109664851694,272.55667709644314
6.0,251.00373651368574,250.8897122834936,254.63307758816558,255.87451210439878,258.4075082540906,260.242609311242,263.0723146444563,262.7988772998405,266.60518109972503,269.2316974727424,270.4721617050652,270.80783368787223
